SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,District,District,7530,William Rowen School,Network 7,03,57,0,0.00,57,100.00,8,14.04,49,85.96,26,45.61,31,54.39,0,0.00,0,0.00,56,98.25,1,1.75,0,0.00,0,0.00,0,0.00,
2020-2021,District,District,7530,William Rowen School,Network 7,04,73,0,0.00,73,100.00,11,15.07,62,84.93,32,43.84,41,56.16,0,0.00,0,0.00,70,95.89,2,2.74,1,1.37,0,0.00,0,0.00,
2020-2021,District,District,7530,William Rowen School,Network 7,05,70,1,1.43,69,98.57,10,14.29,60,85.71,33,47.14,37,52.86,0,0.00,0,0.00,63,90.00,2,2.86,4,5.71,0,0.00,1,1.43,
2020-2021,District,District,7530,William Rowen School,Network 7,All Grades,364,1,0.27,363,99.73,49,13.46,315,86.54,181,49.73,183,50.27,0,0.00,0,0.00,344,94.51,10,2.75,7,1.92,0,0.00,3,0.82,100.00
2020-2021,District,District,7730,Roberto Clemente School,Acceleration,06,114,17,14.91,97,85.09,25,21.93,89,78.07,53,46.49,61,53.51,0,0.00,1,0.88,42,36.84,65,57.02,6,5.26,0,0.00,0,0.00,
2020-2021,District,District,7730,Roberto Clemente School,Acceleration,07,97,28,28.87,69,71.13,17,17.53,80,82.47,35,36.08,62,63.92,0,0.00,1,1.03,33,34.02,59,60.82,3,3.09,0,0.00,0,0.00,
2020-2021,District,District,7730,Roberto Clemente School,Acceleration,08,108,21,19.44,87,80.56,33,30.56,75,69.44,62,57.41,46,42.59,0,0.00,1,0.93,42,38.89,59,54.63,3,2.78,0,0.00,3,2.78,
2020-2021,District,District,7730,Roberto Clemente School,Acceleration,All Grades,319,66,20.69,253,79.31,75,23.51,244,76.49,150,47.02,169,52.98,0,0.00,3,0.94,117,36.68,183,57.37,12,3.76,0,0.00,3,0.94,100.00
2020-2021,District,District,8010,Abraham Lincoln High School,Network 4,09,474,108,22.78,366,77.22,111,23.42,363,76.58,184,38.82,290,61.18,3,0.63,19,4.01,161,33.97,158,33.33,34,7.17,2,0.42,97,20.46,
2020-2021,District,District,8010,Abraham Lincoln High School,Network 4,10,606,149,24.59,457,75.41,100,16.50,506,83.50,262,43.23,344,56.77,1,0.17,33,5.45,228,37.62,209,34.49,26,4.29,2,0.33,107,17.66,
2020-2021,District,District,8010,Abraham Lincoln High School,Network 4,11,484,112,23.14,372,76.86,100,20.66,384,79.34,210,43.39,274,56.61,1,0.21,37,7.64,158,32.64,177,36.57,17,3.51,1,0.21,93,19.21,
2020-2021,District,District,8010,Abraham Lincoln High School,Network 4,12,363,70,19.28,293,80.72,71,19.56,292,80.44,191,52.62,172,47.38,1,0.28,33,9.09,151,41.60,114,31.40,15,4.13,0,0.00,49,13.50,
2020-2021,District,District,8010,Abraham Lincoln High School,Network 4,All Grades,1927,439,22.78,1488,77.22,382,19.82,1545,80.18,847,43.95,1080,56.05,6,0.31,122,6.33,698,36.22,658,34.15,92,4.77,5,0.26,346,17.96,100.00
2020-2021,District,District,8020,Northeast High School,Network 1,09,981,278,28.34,703,71.66,107,10.91,874,89.09,398,40.57,583,59.43,4,0.41,196,19.98,275,28.03,288,29.36,66,6.73,3,0.31,149,15.19,
2020-2021,District,District,8020,Northeast High School,Network 1,10,926,245,26.46,681,73.54,88,9.50,838,90.50,392,42.33,534,57.67,3,0.32,210,22.68,260,28.08,265,28.62,63,6.80,3,0.32,122,13.17,
2020-2021,District,District,8020,Northeast High School,Network 1,11,830,207,24.94,623,75.06,93,11.20,737,88.80,366,44.10,464,55.90,3,0.36,197,23.73,210,25.30,236,28.43,44,5.30,2,0.24,138,16.63,
2020-2021,District,District,8020,Northeast High School,Network 1,12,632,147,23.26,485,76.74,54,8.54,578,91.46,273,43.20,359,56.80,1,0.16,188,29.75,158,25.00,136,21.52,31,4.91,1,0.16,117,18.51,
2020-2021,District,District,8020,Northeast High School,Network 1,All Grades,3369,877,26.03,2492,73.97,342,10.15,3027,89.85,1429,42.42,1940,57.58,11,0.33,791,23.48,903,26.80,925,27.46,204,6.06,9,0.27,526,15.61,94.98
2020-2021,District,District,8030,George Washington High School,Network 4,09,476,117,24.58,359,75.42,91,19.12,385,80.88,200,42.02,276,57.98,0,0.00,70,14.71,151,31.72,87,18.28,38,7.98,1,0.21,129,27.10,
2020-2021,District,District,8030,George Washington High School,Network 4,10,437,100,22.88,337,77.12,88,20.14,349,79.86,176,40.27,261,59.73,2,0.46,49,11.21,125,28.60,81,18.54,40,9.15,4,0.92,136,31.12,
2020-2021,District,District,8030,George Washington High School,Network 4,11,347,91,26.22,256,73.78,60,17.29,287,82.71,151,43.52,196,56.48,2,0.58,58,16.71,97,27.95,59,17.00,24,6.92,0,0.00,107,30.84,
2020-2021,District,District,8030,George Washington High School,Network 4,12,268,83,30.97,185,69.03,67,25.00,201,75.00,122,45.52,146,54.48,2,0.75,66,24.63,51,19.03,41,15.30,16,5.97,0,0.00,92,34.33,
2020-2021,District,District,8030,George Washington High School,Network 4,All Grades,1528,391,25.59,1137,74.41,306,20.03,1222,79.97,649,42.47,879,57.53,6,0.39,243,15.90,424,27.75,268,17.54,118,7.72,5,0.33,464,30.37,90.05
2020-2021,District,District,8040,Arts Academy at Benjamin Rush,Network 1,09,161,2,1.24,159,98.76,13,8.07,148,91.93,127,78.88,34,21.12,0,0.00,13,8.07,31,19.25,35,21.74,7,4.35,0,0.00,75,46.58,
2020-2021,District,District,8040,Arts Academy at Benjamin Rush,Network 1,10,185,1,0.54,184,99.46,10,5.41,175,94.59,143,77.30,42,22.70,0,0.00,11,5.95,38,20.54,23,12.43,4,2.16,1,0.54,108,58.38,
2020-2021,District,District,8040,Arts Academy at Benjamin Rush,Network 1,11,148,2,1.35,146,98.65,11,7.43,137,92.57,114,77.03,34,22.97,0,0.00,13,8.78,19,12.84,26,17.57,9,6.08,0,0.00,81,54.73,
2020-2021,District,District,8040,Arts Academy at Benjamin Rush,Network 1,12,160,2,1.25,158,98.75,13,8.13,147,91.88,125,78.13,35,21.88,0,0.00,12,7.50,31,19.38,38,23.75,1,0.63,0,0.00,78,48.75,
2020-2021,District,District,8040,Arts Academy at Benjamin Rush,Network 1,All Grades,654,7,1.07,647,98.93,47,7.19,607,92.81,509,77.83,145,22.17,0,0.00,49,7.49,119,18.20,122,18.65,21,3.21,1,0.15,342,52.29,61.41
2020-2021,Alternative,Alt Contracted,8070,OIC CADI,Opportunity,09,5,0,0.00,5,100.00,1,20.00,4,80.00,4,80.00,1,20.00,0,0.00,0,0.00,5,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8070,OIC CADI,Opportunity,10,43,0,0.00,43,100.00,8,18.60,35,81.40,21,48.84,22,51.16,0,0.00,0,0.00,35,81.40,2,4.65,3,6.98,0,0.00,3,6.98,
2020-2021,Alternative,Alt Contracted,8070,OIC CADI,Opportunity,11,43,0,0.00,43,100.00,10,23.26,33,76.74,17,39.53,26,60.47,0,0.00,1,2.33,36,83.72,2,4.65,2,4.65,0,0.00,2,4.65,
2020-2021,Alternative,Alt Contracted,8070,OIC CADI,Opportunity,12,32,0,0.00,32,100.00,2,6.25,30,93.75,10,31.25,22,68.75,0,0.00,1,3.13,29,90.63,2,6.25,0,0.00,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8070,OIC CADI,Opportunity,All Grades,123,0,0.00,123,100.00,21,17.07,102,82.93,52,42.28,71,57.72,0,0.00,2,1.63,105,85.37,6,4.88,5,4.07,0,0.00,5,4.07,100.00
2020-2021,Alternative,Alt Contracted,8080,Excel Academy North,Opportunity,09,24,1,4.17,23,95.83,5,20.83,19,79.17,11,45.83,13,54.17,0,0.00,0,0.00,21,87.50,1,4.17,2,8.33,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8080,Excel Academy North,Opportunity,10,56,1,1.79,55,98.21,5,8.93,51,91.07,30,53.57,26,46.43,0,0.00,0,0.00,52,92.86,3,5.36,1,1.79,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8080,Excel Academy North,Opportunity,11,86,1,1.16,85,98.84,13,15.12,73,84.88,34,39.53,52,60.47,0,0.00,1,1.16,77,89.53,5,5.81,2,2.33,0,0.00,1,1.16,
2020-2021,Alternative,Alt Contracted,8080,Excel Academy North,Opportunity,12,18,0,0.00,18,100.00,3,16.67,15,83.33,10,55.56,8,44.44,0,0.00,0,0.00,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8080,Excel Academy North,Opportunity,All Grades,184,3,1.63,181,98.37,26,14.13,158,85.87,85,46.20,99,53.80,0,0.00,1,0.54,168,91.30,9,4.89,5,2.72,0,0.00,1,0.54,100.00
2020-2021,District,District,8090,Swenson Arts and Technology High School,Network 13,09,285,20,7.02,265,92.98,56,19.65,229,80.35,94,32.98,191,67.02,1,0.35,18,6.32,60,21.05,84,29.47,18,6.32,0,0.00,104,36.49,
2020-2021,District,District,8090,Swenson Arts and Technology High School,Network 13,10,182,8,4.40,174,95.60,25,13.74,157,86.26,73,40.11,109,59.89,2,1.10,11,6.04,54,29.67,54,29.67,10,5.49,0,0.00,51,28.02,
2020-2021,District,District,8090,Swenson Arts and Technology High School,Network 13,11,149,10,6.71,139,93.29,31,20.81,118,79.19,48,32.21,101,67.79,0,0.00,3,2.01,42,28.19,55,36.91,9,6.04,0,0.00,40,26.85,
2020-2021,District,District,8090,Swenson Arts and Technology High School,Network 13,12,153,11,7.19,142,92.81,27,17.65,126,82.35,66,43.14,87,56.86,1,0.65,8,5.23,39,25.49,49,32.03,5,3.27,0,0.00,51,33.33,
2020-2021,District,District,8090,Swenson Arts and Technology High School,Network 13,All Grades,769,49,6.37,720,93.63,139,18.08,630,81.92,281,36.54,488,63.46,4,0.52,40,5.20,195,25.36,242,31.47,42,5.46,0,0.00,246,31.99,92.38
2020-2021,Alternative,Alt Contracted,8100,Gateway to College - Community College of Philadelphia,Opportunity,09,1,0,0.00,1,100.00,0,0.00,1,100.00,1,100.00,0,0.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8100,Gateway to College - Community College of Philadelphia,Opportunity,10,12,0,0.00,12,100.00,0,0.00,12,100.00,6,50.00,6,50.00,0,0.00,2,16.67,8,66.67,1,8.33,0,0.00,0,0.00,1,8.33,
2020-2021,Alternative,Alt Contracted,8100,Gateway to College - Community College of Philadelphia,Opportunity,11,25,1,4.00,24,96.00,3,12.00,22,88.00,16,64.00,9,36.00,0,0.00,2,8.00,14,56.00,3,12.00,4,16.00,0,0.00,2,8.00,
2020-2021,Alternative,Alt Contracted,8100,Gateway to College - Community College of Philadelphia,Opportunity,12,32,0,0.00,32,100.00,1,3.13,31,96.88,19,59.38,13,40.63,0,0.00,5,15.63,20,62.50,2,6.25,2,6.25,0,0.00,3,9.38,
2020-2021,Alternative,Alt Contracted,8100,Gateway to College - Community College of Philadelphia,Opportunity,All Grades,70,1,1.43,69,98.57,4,5.71,66,94.29,42,60.00,28,40.00,0,0.00,9,12.86,43,61.43,6,8.57,6,8.57,0,0.00,6,8.57,0.00
2020-2021,District,District,8120,Woodrow Wilson School,Network 8,06,461,146,31.67,315,68.33,62,13.45,399,86.55,219,47.51,242,52.49,1,0.22,95,20.61,102,22.13,159,34.49,31,6.72,2,0.43,71,15.40,
2020-2021,District,District,8120,Woodrow Wilson School,Network 8,07,445,137,30.79,308,69.21,61,13.71,384,86.29,217,48.76,228,51.24,2,0.45,102,22.92,126,28.31,130,29.21,30,6.74,1,0.22,54,12.13,
2020-2021,District,District,8120,Woodrow Wilson School,Network 8,08,479,152,31.73,327,68.27,52,10.86,427,89.14,231,48.23,248,51.77,5,1.04,91,19.00,142,29.65,150,31.32,38,7.93,0,0.00,53,11.06,
2020-2021,District,District,8120,Woodrow Wilson School,Network 8,All Grades,1385,435,31.41,950,68.59,175,12.64,1210,87.36,667,48.16,718,51.84,8,0.58,288,20.79,370,26.71,439,31.70,99,7.15,3,0.22,178,12.85,100.00
2020-2021,District,District,8140,Austin Meehan School,Network 12,07,371,53,14.29,318,85.71,66,17.79,305,82.21,180,48.52,191,51.48,2,0.54,19,5.12,117,31.54,106,28.57,36,9.70,0,0.00,91,24.53,
2020-2021,District,District,8140,Austin Meehan School,Network 12,08,327,37,11.31,290,88.69,65,19.88,262,80.12,161,49.24,166,50.76,0,0.00,14,4.28,125,38.23,85,25.99,30,9.17,0,0.00,73,22.32,
2020-2021,District,District,8140,Austin Meehan School,Network 12,All Grades,698,90,12.89,608,87.11,131,18.77,567,81.23,341,48.85,357,51.15,2,0.29,33,4.73,242,34.67,191,27.36,66,9.46,0,0.00,164,23.50,100.00
2020-2021,District,District,8160,Baldi School,Network 8,06,508,119,23.43,389,76.57,54,10.63,454,89.37,239,47.05,269,52.95,1,0.20,120,23.62,73,14.37,42,8.27,27,5.31,3,0.59,242,47.64,
2020-2021,District,District,8160,Baldi School,Network 8,07,473,107,22.62,366,77.38,59,12.47,414,87.53,229,48.41,244,51.59,3,0.63,114,24.10,70,14.80,42,8.88,24,5.07,1,0.21,219,46.30,
2020-2021,District,District,8160,Baldi School,Network 8,08,527,84,15.94,443,84.06,76,14.42,451,85.58,254,48.20,273,51.80,3,0.57,114,21.63,76,14.42,51,9.68,52,9.87,3,0.57,228,43.26,
2020-2021,District,District,8160,Baldi School,Network 8,All Grades,1508,310,20.56,1198,79.44,189,12.53,1319,87.47,722,47.88,786,52.12,7,0.46,348,23.08,219,14.52,135,8.95,103,6.83,7,0.46,689,45.69,82.76
2020-2021,Alternative,Alt Contracted,8190,One Bright Ray - Fairhill Campus,Opportunity,09,9,0,0.00,9,100.00,1,11.11,8,88.89,5,55.56,4,44.44,0,0.00,0,0.00,7,77.78,1,11.11,0,0.00,0,0.00,1,11.11,
2020-2021,Alternative,Alt Contracted,8190,One Bright Ray - Fairhill Campus,Opportunity,10,45,4,8.89,41,91.11,2,4.44,43,95.56,24,53.33,21,46.67,0,0.00,0,0.00,17,37.78,27,60.00,1,2.22,0,0.00,0,0.00,
2020-2021,Alternative,Alt Contracted,8190,One Bright Ray - Fairhill Campus,Opportunity,11,88,3,3.41,85,96.59,6,6.82,82,93.18,49,55.68,39,44.32,0,0.00,0,0.00,34,38.64,51,57.95,2,2.27,0,0.00,1,1.14,
2020-2021,Alternative,Alt Contracted,8190,One Bright Ray - Fairhill Campus,Opportunity,12,134,10,7.46,124,92.54,7,5.22,127,94.78,74,55.22,60,44.78,0,0.00,2,1.49,67,50.00,60,44.78,2,1.49,1,0.75,2,1.49,
2020-2021,Alternative,Alt Contracted,8190,One Bright Ray - Fairhill Campus,Opportunity,All Grades,276,17,6.16,259,93.84,16,5.80,260,94.20,152,55.07,124,44.93,0,0.00,2,0.72,125,45.29,139,50.36,5,1.81,1,0.36,4,1.45,0.00
2020-2021,District,District,8200,Ethan Allen School,Network 9,00,64,9,14.06,55,85.94,1,1.56,63,98.44,31,48.44,33,51.56,0,0.00,5,7.81,21,32.81,33,51.56,1,1.56,0,0.00,4,6.25,
2020-2021,District,District,8200,Ethan Allen School,Network 9,01,92,31,33.70,61,66.30,1,1.09,91,98.91,52,56.52,40,43.48,0,0.00,9,9.78,24,26.09,44,47.83,2,2.17,0,0.00,13,14.13,
2020-2021,District,District,8200,Ethan Allen School,Network 9,02,93,23,24.73,70,75.27,11,11.83,82,88.17,48,51.61,45,48.39,0,0.00,8,8.60,26,27.96,40,43.01,5,5.38,0,0.00,14,15.05,
2020-2021,District,District,8200,Ethan Allen School,Network 9,03,106,31,29.25,75,70.75,12,11.32,94,88.68,49,46.23,57,53.77,0,0.00,15,14.15,33,31.13,41,38.68,3,2.83,2,1.89,12,11.32,
2020-2021,District,District,8200,Ethan Allen School,Network 9,04,113,35,30.97,78,69.03,7,6.19,106,93.81,53,46.90,60,53.10,0,0.00,11,9.73,36,31.86,41,36.28,8,7.08,0,0.00,17,15.04,
2020-2021,District,District,8200,Ethan Allen School,Network 9,05,93,24,25.81,69,74.19,12,12.90,81,87.10,44,47.31,49,52.69,0,0.00,10,10.75,35,37.63,32,34.41,8,8.60,0,0.00,8,8.60,
2020-2021,District,District,8200,Ethan Allen School,Network 9,06,107,35,32.71,72,67.29,12,11.21,95,88.79,62,57.94,45,42.06,0,0.00,9,8.41,31,28.97,51,47.66,9,8.41,3,2.80,4,3.74,
2020-2021,District,District,8200,Ethan Allen School,Network 9,07,87,17,19.54,70,80.46,11,12.64,76,87.36,42,48.28,45,51.72,0,0.00,9,10.34,31,35.63,35,40.23,3,3.45,0,0.00,9,10.34,
2020-2021,District,District,8200,Ethan Allen School,Network 9,08,113,28,24.78,85,75.22,14,12.39,99,87.61,54,47.79,59,52.21,0,0.00,12,10.62,32,28.32,49,43.36,8,7.08,1,0.88,11,9.73,
2020-2021,District,District,8200,Ethan Allen School,Network 9,All Grades,868,233,26.84,635,73.16,81,9.33,787,90.67,435,50.12,433,49.88,0,0.00,88,10.14,269,30.99,366,42.17,47,5.41,6,0.69,92,10.60,100.00
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,00,72,9,12.50,63,87.50,0,0.00,72,100.00,31,43.06,41,56.94,0,0.00,7,9.72,20,27.78,24,33.33,4,5.56,0,0.00,17,23.61,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,01,80,7,8.75,73,91.25,14,17.50,66,82.50,38,47.50,42,52.50,0,0.00,4,5.00,25,31.25,21,26.25,4,5.00,0,0.00,26,32.50,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,02,73,6,8.22,67,91.78,9,12.33,64,87.67,29,39.73,44,60.27,0,0.00,5,6.85,26,35.62,20,27.40,1,1.37,0,0.00,21,28.77,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,03,64,3,4.69,61,95.31,13,20.31,51,79.69,32,50.00,32,50.00,0,0.00,1,1.56,21,32.81,22,34.38,2,3.13,0,0.00,18,28.13,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,04,86,11,12.79,75,87.21,14,16.28,72,83.72,44,51.16,42,48.84,0,0.00,6,6.98,31,36.05,21,24.42,5,5.81,0,0.00,23,26.74,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,05,69,8,11.59,61,88.41,16,23.19,53,76.81,34,49.28,35,50.72,0,0.00,3,4.35,28,40.58,17,24.64,5,7.25,0,0.00,16,23.19,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,06,80,10,12.50,70,87.50,16,20.00,64,80.00,36,45.00,44,55.00,0,0.00,3,3.75,26,32.50,26,32.50,9,11.25,0,0.00,16,20.00,
2020-2021,District,District,8210,Joseph H. Brown School,Network 9,All Grades,524,54,10.31,470,89.69,82,15.65,442,84.35,244,46.56,280,53.44,0,0.00,29,5.53,177,33.78,151,28.82,30,5.73,0,0.00,137,26.15,100.00
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,00,46,4,8.70,42,91.30,0,0.00,46,100.00,14,30.43,32,69.57,0,0.00,6,13.04,9,19.57,15,32.61,2,4.35,0,0.00,14,30.43,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,01,56,5,8.93,51,91.07,8,14.29,48,85.71,22,39.29,34,60.71,0,0.00,7,12.50,15,26.79,14,25.00,1,1.79,0,0.00,19,33.93,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,02,48,7,14.58,41,85.42,2,4.17,46,95.83,25,52.08,23,47.92,0,0.00,7,14.58,19,39.58,7,14.58,1,2.08,0,0.00,14,29.17,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,03,59,5,8.47,54,91.53,4,6.78,55,93.22,22,37.29,37,62.71,0,0.00,4,6.78,26,44.07,17,28.81,1,1.69,0,0.00,11,18.64,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,04,52,8,15.38,44,84.62,6,11.54,46,88.46,25,48.08,27,51.92,0,0.00,5,9.62,17,32.69,13,25.00,5,9.62,0,0.00,12,23.08,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,05,46,8,17.39,38,82.61,12,26.09,34,73.91,24,52.17,22,47.83,0,0.00,5,10.87,18,39.13,8,17.39,5,10.87,1,2.17,9,19.57,
2020-2021,District,District,8230,Kennedy C. Crossan School,Network 8,All Grades,307,37,12.05,270,87.95,32,10.42,275,89.58,132,43.00,175,57.00,0,0.00,34,11.07,104,33.88,74,24.10,15,4.89,1,0.33,79,25.73,100.00
2020-2021,District,District,8240,Hamilton Disston School,Network 9,00,80,0,0.00,80,100.00,1,1.25,79,98.75,36,45.00,44,55.00,0,0.00,2,2.50,24,30.00,35,43.75,3,3.75,0,0.00,16,20.00,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,01,66,6,9.09,60,90.91,5,7.58,61,92.42,28,42.42,38,57.58,0,0.00,1,1.52,29,43.94,24,36.36,1,1.52,0,0.00,11,16.67,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,02,77,3,3.90,74,96.10,5,6.49,72,93.51,34,44.16,43,55.84,0,0.00,2,2.60,25,32.47,30,38.96,3,3.90,1,1.30,16,20.78,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,03,83,7,8.43,76,91.57,11,13.25,72,86.75,45,54.22,38,45.78,0,0.00,1,1.20,38,45.78,27,32.53,2,2.41,0,0.00,15,18.07,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,04,83,5,6.02,78,93.98,15,18.07,68,81.93,41,49.40,42,50.60,0,0.00,1,1.20,40,48.19,23,27.71,5,6.02,0,0.00,14,16.87,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,05,68,10,14.71,58,85.29,9,13.24,59,86.76,29,42.65,39,57.35,0,0.00,0,0.00,28,41.18,25,36.76,6,8.82,0,0.00,9,13.24,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,06,118,24,20.34,94,79.66,17,14.41,101,85.59,57,48.31,61,51.69,0,0.00,1,0.85,40,33.90,47,39.83,8,6.78,0,0.00,22,18.64,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,07,91,13,14.29,78,85.71,17,18.68,74,81.32,43,47.25,48,52.75,0,0.00,2,2.20,38,41.76,33,36.26,6,6.59,0,0.00,12,13.19,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,08,104,16,15.38,88,84.62,14,13.46,90,86.54,58,55.77,46,44.23,0,0.00,4,3.85,38,36.54,35,33.65,7,6.73,0,0.00,20,19.23,
2020-2021,District,District,8240,Hamilton Disston School,Network 9,All Grades,770,84,10.91,686,89.09,94,12.21,676,87.79,371,48.18,399,51.82,0,0.00,14,1.82,300,38.96,279,36.23,41,5.32,1,0.13,135,17.53,100.00
2020-2021,District,District,8250,Edwin Forrest School,Network 12,00,131,27,20.61,104,79.39,0,0.00,131,100.00,73,55.73,58,44.27,0,0.00,8,6.11,30,22.90,57,43.51,10,7.63,1,0.76,25,19.08,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,01,146,35,23.97,111,76.03,15,10.27,131,89.73,70,47.95,76,52.05,0,0.00,13,8.90,57,39.04,39,26.71,11,7.53,0,0.00,26,17.81,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,02,169,34,20.12,135,79.88,13,7.69,156,92.31,89,52.66,80,47.34,1,0.59,9,5.33,61,36.09,69,40.83,6,3.55,0,0.00,23,13.61,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,03,170,32,18.82,138,81.18,25,14.71,145,85.29,64,37.65,106,62.35,0,0.00,9,5.29,54,31.76,67,39.41,7,4.12,0,0.00,33,19.41,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,04,152,32,21.05,120,78.95,22,14.47,130,85.53,74,48.68,78,51.32,0,0.00,10,6.58,54,35.53,50,32.89,11,7.24,0,0.00,27,17.76,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,05,139,25,17.99,114,82.01,15,10.79,124,89.21,75,53.96,64,46.04,0,0.00,4,2.88,48,34.53,47,33.81,9,6.47,1,0.72,30,21.58,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,06,141,13,9.22,128,90.78,31,21.99,110,78.01,69,48.94,72,51.06,2,1.42,5,3.55,55,39.01,42,29.79,9,6.38,0,0.00,28,19.86,
2020-2021,District,District,8250,Edwin Forrest School,Network 12,All Grades,1048,198,18.89,850,81.11,121,11.55,927,88.45,514,49.05,534,50.95,3,0.29,58,5.53,359,34.26,371,35.40,63,6.01,2,0.19,192,18.32,100.00
2020-2021,District,District,8260,Fox Chase School,Network 8,00,65,5,7.69,60,92.31,0,0.00,65,100.00,27,41.54,38,58.46,0,0.00,5,7.69,16,24.62,12,18.46,5,7.69,0,0.00,27,41.54,
2020-2021,District,District,8260,Fox Chase School,Network 8,01,89,3,3.37,86,96.63,15,16.85,74,83.15,48,53.93,41,46.07,0,0.00,4,4.49,27,30.34,17,19.10,8,8.99,0,0.00,33,37.08,
2020-2021,District,District,8260,Fox Chase School,Network 8,02,77,4,5.19,73,94.81,12,15.58,65,84.42,34,44.16,43,55.84,0,0.00,4,5.19,16,20.78,11,14.29,12,15.58,1,1.30,33,42.86,
2020-2021,District,District,8260,Fox Chase School,Network 8,03,89,8,8.99,81,91.01,20,22.47,69,77.53,37,41.57,52,58.43,0,0.00,6,6.74,22,24.72,15,16.85,8,8.99,0,0.00,38,42.70,
2020-2021,District,District,8260,Fox Chase School,Network 8,04,86,8,9.30,78,90.70,20,23.26,66,76.74,49,56.98,37,43.02,0,0.00,10,11.63,20,23.26,15,17.44,10,11.63,0,0.00,31,36.05,
2020-2021,District,District,8260,Fox Chase School,Network 8,05,87,8,9.20,79,90.80,15,17.24,72,82.76,40,45.98,47,54.02,0,0.00,8,9.20,19,21.84,14,16.09,8,9.20,0,0.00,38,43.68,
2020-2021,District,District,8260,Fox Chase School,Network 8,All Grades,493,36,7.30,457,92.70,82,16.63,411,83.37,235,47.67,258,52.33,0,0.00,37,7.51,120,24.34,84,17.04,51,10.34,1,0.20,200,40.57,80.16
2020-2021,District,District,8270,Thomas Holme School,Network 9,00,72,14,19.44,58,80.56,0,0.00,72,100.00,34,47.22,38,52.78,0,0.00,8,11.11,16,22.22,21,29.17,5,6.94,0,0.00,22,30.56,
2020-2021,District,District,8270,Thomas Holme School,Network 9,01,100,13,13.00,87,87.00,13,13.00,87,87.00,53,53.00,47,47.00,0,0.00,11,11.00,20,20.00,26,26.00,7,7.00,0,0.00,36,36.00,
2020-2021,District,District,8270,Thomas Holme School,Network 9,02,90,7,7.78,83,92.22,14,15.56,76,84.44,42,46.67,48,53.33,0,0.00,7,7.78,16,17.78,27,30.00,7,7.78,0,0.00,33,36.67,
2020-2021,District,District,8270,Thomas Holme School,Network 9,03,87,14,16.09,73,83.91,10,11.49,77,88.51,46,52.87,41,47.13,0,0.00,7,8.05,30,34.48,21,24.14,6,6.90,0,0.00,23,26.44,
2020-2021,District,District,8270,Thomas Holme School,Network 9,04,93,6,6.45,87,93.55,22,23.66,71,76.34,43,46.24,50,53.76,0,0.00,6,6.45,31,33.33,17,18.28,6,6.45,0,0.00,33,35.48,
2020-2021,District,District,8270,Thomas Holme School,Network 9,05,89,14,15.73,75,84.27,15,16.85,74,83.15,40,44.94,49,55.06,0,0.00,7,7.87,20,22.47,23,25.84,9,10.11,1,1.12,29,32.58,
