SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,Charter,Phila Charters,3389,Keystone Academy Charter School,Charters,07,64,,,,,9,14.06,55,85.94,33,51.56,31,48.44,0,0.00,6,9.38,25,39.06,14,21.88,3,4.69,0,0.00,16,25.00,
2020-2021,Charter,Phila Charters,3389,Keystone Academy Charter School,Charters,08,62,,,,,11,17.74,51,82.26,26,41.94,36,58.06,1,1.61,3,4.84,18,29.03,15,24.19,6,9.68,0,0.00,19,30.65,
2020-2021,Charter,Phila Charters,3389,Keystone Academy Charter School,Charters,All Grades,651,,,,,113,17.36,538,82.64,319,49.00,332,51.00,1,0.15,42,6.45,216,33.18,185,28.42,53,8.14,0,0.00,154,23.66,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,00,87,,,,,0,0.00,87,100.00,38,43.68,49,56.32,0,0.00,0,0.00,78,89.66,9,10.34,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,01,89,,,,,6,6.74,83,93.26,51,57.30,38,42.70,0,0.00,0,0.00,83,93.26,4,4.49,1,1.12,0,0.00,1,1.12,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,02,109,,,,,16,14.68,93,85.32,52,47.71,57,52.29,0,0.00,2,1.83,98,89.91,3,2.75,5,4.59,0,0.00,1,0.92,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,03,111,,,,,8,7.21,103,92.79,57,51.35,54,48.65,0,0.00,0,0.00,103,92.79,7,6.31,1,0.90,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,04,105,,,,,14,13.33,91,86.67,52,49.52,53,50.48,0,0.00,1,0.95,102,97.14,0,0.00,1,0.95,0,0.00,1,0.95,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,05,105,,,,,21,20.00,84,80.00,54,51.43,51,48.57,0,0.00,0,0.00,90,85.71,4,3.81,9,8.57,0,0.00,2,1.90,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,06,52,,,,,14,26.92,38,73.08,26,50.00,26,50.00,0,0.00,1,1.92,48,92.31,3,5.77,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,07,52,,,,,11,21.15,41,78.85,26,50.00,26,50.00,0,0.00,0,0.00,48,92.31,0,0.00,4,7.69,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,08,39,,,,,8,20.51,31,79.49,21,53.85,18,46.15,0,0.00,0,0.00,36,92.31,0,0.00,3,7.69,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3392,Southwest Leadership Academy Charter School,Charters,All Grades,749,,,,,98,13.08,651,86.92,377,50.33,372,49.67,0,0.00,4,0.53,686,91.59,30,4.01,24,3.20,0,0.00,5,0.67,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,06,124,,,,,37,29.84,87,70.16,58,46.77,66,53.23,0,0.00,0,0.00,119,95.97,0,0.00,5,4.03,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,07,148,,,,,38,25.68,110,74.32,74,50.00,74,50.00,0,0.00,0,0.00,140,94.59,2,1.35,5,3.38,0,0.00,1,0.68,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,08,156,,,,,41,26.28,115,73.72,66,42.31,90,57.69,1,0.64,0,0.00,148,94.87,1,0.64,6,3.85,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,09,144,,,,,30,20.83,114,79.17,76,52.78,68,47.22,0,0.00,0,0.00,137,95.14,1,0.69,3,2.08,0,0.00,3,2.08,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,10,122,,,,,36,29.51,86,70.49,67,54.92,55,45.08,0,0.00,0,0.00,116,95.08,0,0.00,5,4.10,0,0.00,1,0.82,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,11,118,,,,,30,25.42,88,74.58,54,45.76,64,54.24,0,0.00,0,0.00,110,93.22,1,0.85,6,5.08,0,0.00,1,0.85,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,12,117,,,,,43,36.75,74,63.25,59,50.43,58,49.57,0,0.00,0,0.00,109,93.16,3,2.56,2,1.71,0,0.00,3,2.56,
2020-2021,Charter,Phila Charters,3393,Mastery Charter School at Pickett,Charters,All Grades,929,,,,,255,27.45,674,72.55,454,48.87,475,51.13,1,0.11,0,0.00,879,94.62,8,0.86,32,3.44,0,0.00,9,0.97,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,00,95,,,,,17,17.89,78,82.11,47,49.47,48,50.53,0,0.00,0,0.00,9,9.47,78,82.11,8,8.42,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,01,93,,,,,19,20.43,74,79.57,52,55.91,41,44.09,0,0.00,0,0.00,4,4.30,84,90.32,5,5.38,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,02,96,,,,,28,29.17,68,70.83,43,44.79,53,55.21,0,0.00,0,0.00,4,4.17,82,85.42,10,10.42,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,03,101,,,,,33,32.67,68,67.33,51,50.50,50,49.50,0,0.00,1,0.99,6,5.94,88,87.13,5,4.95,0,0.00,1,0.99,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,04,88,,,,,28,31.82,60,68.18,53,60.23,35,39.77,0,0.00,0,0.00,6,6.82,77,87.50,5,5.68,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,05,81,,,,,22,27.16,59,72.84,42,51.85,39,48.15,0,0.00,0,0.00,9,11.11,63,77.78,8,9.88,0,0.00,1,1.23,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,06,55,,,,,17,30.91,38,69.09,20,36.36,35,63.64,0,0.00,0,0.00,2,3.64,44,80.00,8,14.55,0,0.00,1,1.82,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,07,71,,,,,21,29.58,50,70.42,36,50.70,35,49.30,0,0.00,0,0.00,2,2.82,65,91.55,4,5.63,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,08,78,,,,,21,26.92,57,73.08,41,52.56,37,47.44,0,0.00,0,0.00,6,7.69,69,88.46,3,3.85,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3394,Pan American Academy Charter School,Charters,All Grades,758,,,,,206,27.18,552,72.82,385,50.79,373,49.21,0,0.00,1,0.13,48,6.33,650,85.75,56,7.39,0,0.00,3,0.40,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,00,67,,,,,1,1.49,66,98.51,38,56.72,29,43.28,0,0.00,0,0.00,1,1.49,62,92.54,4,5.97,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,01,96,,,,,16,16.67,80,83.33,47,48.96,49,51.04,0,0.00,1,1.04,3,3.13,74,77.08,15,15.63,0,0.00,3,3.13,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,02,85,,,,,22,25.88,63,74.12,37,43.53,48,56.47,0,0.00,1,1.18,3,3.53,77,90.59,4,4.71,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,03,96,,,,,34,35.42,62,64.58,41,42.71,55,57.29,0,0.00,0,0.00,0,0.00,87,90.63,3,3.13,0,0.00,6,6.25,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,04,63,,,,,20,31.75,43,68.25,33,52.38,30,47.62,0,0.00,0,0.00,0,0.00,60,95.24,3,4.76,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,05,89,,,,,24,26.97,65,73.03,44,49.44,45,50.56,0,0.00,0,0.00,1,1.12,76,85.39,12,13.48,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,06,80,,,,,19,23.75,61,76.25,44,55.00,36,45.00,0,0.00,0,0.00,1,1.25,76,95.00,3,3.75,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,07,67,,,,,21,31.34,46,68.66,31,46.27,36,53.73,0,0.00,0,0.00,2,2.99,64,95.52,1,1.49,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,08,56,,,,,16,28.57,40,71.43,30,53.57,26,46.43,0,0.00,0,0.00,1,1.79,51,91.07,4,7.14,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3395,Antonia Pantoja Charter School,Charters,All Grades,699,,,,,173,24.75,526,75.25,345,49.36,354,50.64,0,0.00,2,0.29,12,1.72,627,89.70,49,7.01,0,0.00,9,1.29,
2020-2021,Charter,Phila Charters,3396,KIPP West Philadelphia Preparatory Charter School,Charters,05,86,,,,,21,24.42,65,75.58,39,45.35,47,54.65,0,0.00,0,0.00,81,94.19,3,3.49,2,2.33,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3396,KIPP West Philadelphia Preparatory Charter School,Charters,06,95,,,,,16,16.84,79,83.16,52,54.74,43,45.26,0,0.00,0,0.00,92,96.84,2,2.11,1,1.05,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3396,KIPP West Philadelphia Preparatory Charter School,Charters,07,93,,,,,26,27.96,67,72.04,51,54.84,42,45.16,0,0.00,0,0.00,91,97.85,1,1.08,1,1.08,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3396,KIPP West Philadelphia Preparatory Charter School,Charters,08,93,,,,,24,25.81,69,74.19,49,52.69,44,47.31,0,0.00,0,0.00,86,92.47,0,0.00,7,7.53,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3396,KIPP West Philadelphia Preparatory Charter School,Charters,All Grades,367,,,,,87,23.71,280,76.29,191,52.04,176,47.96,0,0.00,0,0.00,350,95.37,6,1.63,11,3.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,00,39,,,,,0,0.00,39,100.00,21,53.85,18,46.15,0,0.00,0,0.00,39,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,01,46,,,,,1,2.17,45,97.83,28,60.87,18,39.13,0,0.00,0,0.00,44,95.65,2,4.35,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,02,54,,,,,9,16.67,45,83.33,28,51.85,26,48.15,0,0.00,0,0.00,51,94.44,3,5.56,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,03,58,,,,,13,22.41,45,77.59,30,51.72,28,48.28,0,0.00,0,0.00,54,93.10,1,1.72,1,1.72,0,0.00,2,3.45,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,04,54,,,,,9,16.67,45,83.33,32,59.26,22,40.74,5,9.26,0,0.00,43,79.63,2,3.70,4,7.41,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,05,48,,,,,10,20.83,38,79.17,26,54.17,22,45.83,0,0.00,1,2.08,45,93.75,0,0.00,2,4.17,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,06,49,,,,,7,14.29,42,85.71,24,48.98,25,51.02,0,0.00,0,0.00,47,95.92,1,2.04,1,2.04,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,07,50,,,,,12,24.00,38,76.00,24,48.00,26,52.00,1,2.00,0,0.00,44,88.00,2,4.00,3,6.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,08,58,,,,,8,13.79,50,86.21,23,39.66,35,60.34,0,0.00,0,0.00,57,98.28,0,0.00,1,1.72,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,09,46,,,,,15,32.61,31,67.39,22,47.83,24,52.17,0,0.00,0,0.00,41,89.13,2,4.35,3,6.52,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,10,54,,,,,10,18.52,44,81.48,26,48.15,28,51.85,0,0.00,0,0.00,51,94.44,1,1.85,0,0.00,0,0.00,2,3.70,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,11,53,,,,,15,28.30,38,71.70,23,43.40,30,56.60,0,0.00,0,0.00,48,90.57,2,3.77,3,5.66,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,12,49,,,,,7,14.29,42,85.71,26,53.06,23,46.94,0,0.00,0,0.00,44,89.80,2,4.08,2,4.08,0,0.00,1,2.04,
2020-2021,Charter,Phila Charters,3399,Sankofa Freedom Academy Charter School,Charters,All Grades,658,,,,,116,17.63,542,82.37,333,50.61,325,49.39,6,0.91,1,0.15,608,92.40,18,2.74,20,3.04,0,0.00,5,0.76,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,00,108,,,,,13,12.04,95,87.96,47,43.52,61,56.48,0,0.00,1,0.93,4,3.70,7,6.48,9,8.33,0,0.00,87,80.56,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,01,106,,,,,9,8.49,97,91.51,51,48.11,55,51.89,0,0.00,0,0.00,9,8.49,6,5.66,4,3.77,0,0.00,87,82.08,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,02,107,,,,,14,13.08,93,86.92,53,49.53,54,50.47,0,0.00,1,0.93,8,7.48,10,9.35,11,10.28,0,0.00,77,71.96,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,03,105,,,,,26,24.76,79,75.24,47,44.76,58,55.24,0,0.00,2,1.90,10,9.52,14,13.33,7,6.67,1,0.95,71,67.62,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,04,103,,,,,24,23.30,79,76.70,60,58.25,43,41.75,0,0.00,1,0.97,4,3.88,11,10.68,1,0.97,0,0.00,86,83.50,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,05,106,,,,,24,22.64,82,77.36,51,48.11,55,51.89,0,0.00,3,2.83,5,4.72,10,9.43,10,9.43,0,0.00,78,73.58,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,06,107,,,,,18,16.82,89,83.18,50,46.73,57,53.27,0,0.00,2,1.87,5,4.67,4,3.74,7,6.54,0,0.00,89,83.18,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,07,105,,,,,10,9.52,95,90.48,48,45.71,57,54.29,0,0.00,1,0.95,2,1.90,9,8.57,3,2.86,0,0.00,90,85.71,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,08,105,,,,,17,16.19,88,83.81,57,54.29,48,45.71,0,0.00,0,0.00,5,4.76,8,7.62,7,6.67,0,0.00,85,80.95,
2020-2021,Charter,Phila Charters,3403,Franklin Towne Charter Elementary School,Charters,All Grades,952,,,,,155,16.28,797,83.72,464,48.74,488,51.26,0,0.00,11,1.16,52,5.46,79,8.30,59,6.20,1,0.11,750,78.78,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,00,75,,,,,0,0.00,75,100.00,39,52.00,36,48.00,0,0.00,8,10.67,19,25.33,14,18.67,16,21.33,0,0.00,18,24.00,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,01,79,,,,,4,5.06,75,94.94,39,49.37,40,50.63,1,1.27,6,7.59,24,30.38,16,20.25,13,16.46,0,0.00,19,24.05,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,02,82,,,,,8,9.76,74,90.24,38,46.34,44,53.66,0,0.00,9,10.98,22,26.83,16,19.51,12,14.63,0,0.00,23,28.05,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,03,82,,,,,15,18.29,67,81.71,46,56.10,36,43.90,0,0.00,5,6.10,27,32.93,18,21.95,13,15.85,0,0.00,19,23.17,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,04,85,,,,,16,18.82,69,81.18,32,37.65,53,62.35,1,1.18,5,5.88,35,41.18,18,21.18,8,9.41,0,0.00,18,21.18,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,05,81,,,,,21,25.93,60,74.07,42,51.85,39,48.15,0,0.00,4,4.94,32,39.51,9,11.11,14,17.28,0,0.00,22,27.16,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,06,82,,,,,15,18.29,67,81.71,41,50.00,41,50.00,0,0.00,4,4.88,25,30.49,15,18.29,13,15.85,0,0.00,25,30.49,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,07,84,,,,,19,22.62,65,77.38,49,58.33,35,41.67,0,0.00,5,5.95,30,35.71,17,20.24,12,14.29,0,0.00,20,23.81,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,08,80,,,,,11,13.75,69,86.25,37,46.25,43,53.75,0,0.00,3,3.75,28,35.00,11,13.75,13,16.25,0,0.00,25,31.25,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,09,95,,,,,26,27.37,69,72.63,50,52.63,45,47.37,0,0.00,2,2.11,44,46.32,19,20.00,4,4.21,0,0.00,26,27.37,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,10,97,,,,,20,20.62,77,79.38,47,48.45,50,51.55,0,0.00,1,1.03,35,36.08,32,32.99,10,10.31,0,0.00,19,19.59,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,11,93,,,,,16,17.20,77,82.80,59,63.44,34,36.56,0,0.00,1,1.08,36,38.71,24,25.81,12,12.90,0,0.00,20,21.51,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,12,75,,,,,15,20.00,60,80.00,31,41.33,44,58.67,0,0.00,0,0.00,28,37.33,21,28.00,4,5.33,0,0.00,22,29.33,
2020-2021,Charter,Phila Charters,3404,Tacony Academy Charter School,Charters,All Grades,1090,,,,,186,17.06,904,82.94,550,50.46,540,49.54,2,0.18,53,4.86,385,35.32,230,21.10,144,13.21,0,0.00,276,25.32,
2020-2021,Charter,Phila Charters,3406,Aspira Charter School at Stetson,Charters,05,136,,,,,21,15.44,115,84.56,72,52.94,64,47.06,0,0.00,0,0.00,23,16.91,104,76.47,8,5.88,0,0.00,1,0.74,
2020-2021,Charter,Phila Charters,3406,Aspira Charter School at Stetson,Charters,06,234,,,,,46,19.66,188,80.34,115,49.15,119,50.85,0,0.00,0,0.00,44,18.80,179,76.50,5,2.14,0,0.00,6,2.56,
2020-2021,Charter,Phila Charters,3406,Aspira Charter School at Stetson,Charters,07,250,,,,,57,22.80,193,77.20,116,46.40,134,53.60,0,0.00,0,0.00,38,15.20,189,75.60,15,6.00,0,0.00,8,3.20,
2020-2021,Charter,Phila Charters,3406,Aspira Charter School at Stetson,Charters,08,242,,,,,78,32.23,164,67.77,104,42.98,138,57.02,0,0.00,0,0.00,35,14.46,191,78.93,14,5.79,0,0.00,2,0.83,
2020-2021,Charter,Phila Charters,3406,Aspira Charter School at Stetson,Charters,All Grades,862,,,,,202,23.43,660,76.57,407,47.22,455,52.78,0,0.00,0,0.00,140,16.24,663,76.91,42,4.87,0,0.00,17,1.97,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,00,90,,,,,5,5.56,85,94.44,46,51.11,44,48.89,0,0.00,1,1.11,89,98.89,0,0.00,0,0.00,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,01,90,,,,,8,8.89,82,91.11,53,58.89,37,41.11,0,0.00,0,0.00,85,94.44,1,1.11,1,1.11,1,1.11,2,2.22,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,02,101,,,,,10,9.90,91,90.10,54,53.47,47,46.53,0,0.00,1,0.99,95,94.06,1,0.99,1,0.99,0,0.00,3,2.97,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,03,94,,,,,10,10.64,84,89.36,39,41.49,55,58.51,0,0.00,1,1.06,92,97.87,0,0.00,0,0.00,0,0.00,1,1.06,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,04,107,,,,,17,15.89,90,84.11,51,47.66,56,52.34,0,0.00,0,0.00,104,97.20,1,0.93,2,1.87,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,05,86,,,,,22,25.58,64,74.42,39,45.35,47,54.65,0,0.00,0,0.00,77,89.53,0,0.00,9,10.47,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,06,105,,,,,26,24.76,79,75.24,49,46.67,56,53.33,0,0.00,0,0.00,97,92.38,1,0.95,6,5.71,0,0.00,1,0.95,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,07,96,,,,,29,30.21,67,69.79,54,56.25,42,43.75,1,1.04,1,1.04,88,91.67,1,1.04,5,5.21,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,08,83,,,,,28,33.73,55,66.27,44,53.01,39,46.99,0,0.00,1,1.20,73,87.95,1,1.20,7,8.43,0,0.00,1,1.20,
2020-2021,Charter,Phila Charters,3407,Mastery Charter School at Harrity,Charters,All Grades,852,,,,,155,18.19,697,81.81,429,50.35,423,49.65,1,0.12,5,0.59,800,93.90,6,0.70,31,3.64,1,0.12,8,0.94,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,00,57,,,,,3,5.26,54,94.74,31,54.39,26,45.61,0,0.00,1,1.75,52,91.23,1,1.75,2,3.51,0,0.00,1,1.75,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,01,75,,,,,13,17.33,62,82.67,38,50.67,37,49.33,1,1.33,0,0.00,68,90.67,1,1.33,4,5.33,1,1.33,0,0.00,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,02,81,,,,,16,19.75,65,80.25,41,50.62,40,49.38,0,0.00,0,0.00,79,97.53,0,0.00,1,1.23,0,0.00,1,1.23,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,03,82,,,,,15,18.29,67,81.71,37,45.12,45,54.88,0,0.00,0,0.00,78,95.12,0,0.00,4,4.88,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,04,85,,,,,19,22.35,66,77.65,43,50.59,42,49.41,1,1.18,0,0.00,80,94.12,0,0.00,4,4.71,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,05,80,,,,,17,21.25,63,78.75,42,52.50,38,47.50,0,0.00,0,0.00,69,86.25,1,1.25,9,11.25,1,1.25,0,0.00,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,06,84,,,,,17,20.24,67,79.76,44,52.38,40,47.62,1,1.19,1,1.19,78,92.86,1,1.19,3,3.57,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3408,Mastery Charter School at Mann,Charters,All Grades,544,,,,,100,18.38,444,81.62,276,50.74,268,49.26,3,0.55,2,0.37,504,92.65,4,0.74,27,4.96,2,0.37,2,0.37,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,00,101,,,,,6,5.94,95,94.06,54,53.47,47,46.53,0,0.00,0,0.00,71,70.30,21,20.79,1,0.99,0,0.00,8,7.92,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,01,102,,,,,21,20.59,81,79.41,51,50.00,51,50.00,0,0.00,0,0.00,75,73.53,20,19.61,3,2.94,0,0.00,4,3.92,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,02,122,,,,,28,22.95,94,77.05,63,51.64,59,48.36,0,0.00,0,0.00,82,67.21,34,27.87,1,0.82,0,0.00,5,4.10,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,03,119,,,,,30,25.21,89,74.79,62,52.10,57,47.90,1,0.84,1,0.84,75,63.03,32,26.89,1,0.84,1,0.84,8,6.72,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,04,104,,,,,26,25.00,78,75.00,45,43.27,59,56.73,0,0.00,0,0.00,72,69.23,21,20.19,8,7.69,1,0.96,2,1.92,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,05,107,,,,,26,24.30,81,75.70,48,44.86,59,55.14,0,0.00,0,0.00,63,58.88,29,27.10,14,13.08,0,0.00,1,0.93,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,06,125,,,,,41,32.80,84,67.20,60,48.00,65,52.00,0,0.00,0,0.00,74,59.20,31,24.80,13,10.40,0,0.00,7,5.60,
2020-2021,Charter,Phila Charters,3409,Mastery Charter School at Smedley,Charters,All Grades,780,,,,,178,22.82,602,77.18,383,49.10,397,50.90,1,0.13,1,0.13,512,65.64,188,24.10,41,5.26,2,0.26,35,4.49,
2020-2021,Charter,Phila Charters,3410,Universal Charter School at Bluford,Charters,00,57,,,,,9,15.79,48,84.21,29,50.88,28,49.12,0,0.00,1,1.75,54,94.74,1,1.75,1,1.75,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3410,Universal Charter School at Bluford,Charters,01,72,,,,,13,18.06,59,81.94,32,44.44,40,55.56,1,1.39,0,0.00,70,97.22,0,0.00,1,1.39,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3410,Universal Charter School at Bluford,Charters,02,67,,,,,16,23.88,51,76.12,34,50.75,33,49.25,0,0.00,0,0.00,66,98.51,0,0.00,1,1.49,0,0.00,0,0.00,
2020-2021,Charter,Phila Charters,3410,Universal Charter School at Bluford,Charters,03,74,,,,,17,22.97,57,77.03,31,41.89,43,58.11,0,0.00,0,0.00,72,97.30,1,1.35,0,0.00,0,0.00,1,1.35,
2020-2021,Charter,Phila Charters,3410,Universal Charter School at Bluford,Charters,04,68,,,,,18,26.47,50,73.53,28,41.18,40,58.82,0,0.00,0,0.00,67,98.53,0,0.00,1,1.47,0,0.00,0,0.00,
