"placekey","parent_placekey","location_name","brands","latitude","longitude","street_address","city","region","postal_code","iso_country_code","polygon_wkt","polygon_class","includes_parking_lot","is_synthetic","building_height","enclosed"
225-222@628-pgb-47q,zzw-222@628-pg9-ty9,Library for the Blind and Physically Handicapped,,39.962112,-75.164045,1500 Spring Garden St Ste 230,Philadelphia,PA,19130,US,"POLYGON ((-75.16328973299994 39.96251390000003, -75.16330609399995 39.96242960600006, -75.16328750199995 39.96242754600007, -75.16333385799999 39.96218871600007, -75.16330287099998 39.962185282000064, -75.16338151799994 39.96178008500004, -75.16339903499994 39.96169843800004, -75.16371966299994 39.96173397100006, -75.16371420899998 39.96176206800004, -75.16377618299998 39.961768936000055, -75.16378254499995 39.96173615500004, -75.16398705799998 39.96175881900007, -75.16397978699996 39.96179628300007, -75.16400457699996 39.961799030000066, -75.16400912099994 39.96177561500008, -75.16420743699996 39.96179759200004, -75.16422652399996 39.96169925000004, -75.16428849699997 39.96170611800005, -75.16433394099994 39.96147197100004, -75.16443309899995 39.96148295900008, -75.16443037199997 39.96149700800004, -75.16461009499994 39.96151692400008, -75.16456737899995 39.96173702300007, -75.16461695799995 39.96174251700006, -75.16460241599998 39.961817444000076, -75.16467058699999 39.961824998000054, -75.16466513499995 39.96185309600003, -75.16473330599996 39.96186065000006, -75.16472694399994 39.96189343100008, -75.16476412899993 39.96189755100005, -75.16469142099999 39.96227218800004, -75.16466043399998 39.962268753000046, -75.16457959399997 39.96268529100007, -75.16422106399995 39.96264070700005, -75.16422372899996 39.96262697100008, -75.16413696399997 39.962617357000056, -75.16414332599999 39.96258457600004, -75.16379626999998 39.962546116000055, -75.16379172599994 39.96256953100004, -75.16328973299994 39.96251390000003), (-75.16395228099998 39.96252513500008, -75.16397136699999 39.962426794000066, -75.16390319499999 39.96241923900004, -75.16390864899995 39.96239114200006, -75.16388385899995 39.96238839400007, -75.16389840199997 39.96231346700006, -75.16381783499997 39.96230453900006, -75.16377875099994 39.96250590500006, -75.16395228099998 39.96252513500008), (-75.16411497699994 39.96204566400007, -75.16412315499997 39.962003518000074, -75.16409216899996 39.96200008300008, -75.16410852799999 39.96191579100008, -75.16413331799998 39.96191853800008, -75.16414604299996 39.961852976000046, -75.16392293799998 39.96182825200003, -75.16390566799998 39.96191722800006, -75.16393045799998 39.96191997500006, -75.16385865499996 39.962289928000075, -75.16391443199996 39.96229610900008, -75.16391988499998 39.96226801100005, -75.16400045099994 39.96227693900005, -75.16404680399995 39.96203811000004, -75.16411497699994 39.96204566400007))",SHARED_POLYGON,false,false,,true
22s-222@628-pgj-tgk,,Welsh John Sch,,39.986626,-75.139282,2331 N 4th St,Philadelphia,PA,19133,US,"POLYGON ((-75.13908434199999 39.98695410600004, -75.13922917899998 39.98628137900005, -75.13947656099998 39.986311769000054, -75.1392854599999 39.98719939500006, -75.13892675199997 39.987155329000075, -75.13897302 39.98694042900007, -75.13908434199999 39.98695410600004))",OWNED_POLYGON,false,false,,false
223-222@628-p8d-vxq,,Harding Warren G Ms,,40.012876,-75.07419,2000 Wakeling St,Philadelphia,PA,19124,US,"POLYGON ((-75.07391613299995 40.013216654000075, -75.07372851099996 40.01274029500007, -75.07412503999996 40.012651240000025, -75.07412146599995 40.012642167000024, -75.07471625799997 40.012508584000045, -75.07490567299999 40.012989478000065, -75.07464131899997 40.013048850000075, -75.07464846799996 40.01306699700007, -75.07414979999999 40.01317899000003, -75.07414443899995 40.01316538000003, -75.07391613299995 40.013216654000075))",OWNED_POLYGON,false,false,,false
22d-222@628-phz-t35,,Webster Sch,,39.996165,-75.105566,3400 Frankford Ave,Philadelphia,PA,19134,US,"POLYGON ((-75.10541637899996 39.99650779000007, -75.10525832499997 39.99630344900004, -75.10523127099998 39.99631538600005, -75.10515224399995 39.99621321500007, -75.10518599299996 39.99611610000005, -75.10534291199997 39.99604686200007, -75.10535871699994 39.996067297000025, -75.10539659299997 39.996050584000045, -75.10541555999998 39.996075105000045, -75.10548049199997 39.996046456000045, -75.10545204199997 39.99600967400005, -75.10551697399995 39.99598102400006, -75.10547587999997 39.99592789500008, -75.10572478399996 39.99581806900005, -75.10583226099999 39.99595702100004, -75.10569698699999 39.99601670900006, -75.10571595399995 39.99604123000006, -75.10574300799993 39.99602929300005, -75.10575565299996 39.996045640000034, -75.10584222699998 39.99600744000003, -75.10601924899998 39.99623630100007, -75.10594349499996 39.996269727000026, -75.10596562299997 39.99629833500006, -75.10578706099994 39.99637712300006, -75.10570991199995 39.99636182900008, -75.10567166399994 39.996471893000034, -75.10553638799996 39.996531581000056, -75.10541637899996 39.99650779000007))",OWNED_POLYGON,false,false,,false
223-222@63s-dvq-4y9,,Boys Latin Of Philadelphia Cs,,39.95166,-75.233418,5501 Cedar Ave,Philadelphia,PA,19143,US,"POLYGON ((-75.23321913599995 39.95193070900007, -75.23327411799994 39.95167852600008, -75.23323703999995 39.95167390900008, -75.23324314999996 39.951645889000076, -75.23320607299996 39.951641272000074, -75.23323050799996 39.95152919100008, -75.23339117399996 39.95154919600003, -75.23339626599994 39.95152584600004, -75.23361872499999 39.95155354600007, -75.23358614499995 39.95170298800008, -75.23352434999998 39.95169529400005, -75.23346631599998 39.95196148700006, -75.23321913599995 39.95193070900007))",OWNED_POLYGON,false,false,,false
zzw-222@628-pgb-n5z,,People For People Cs,,39.968075,-75.160462,800 N Broad St,Philadelphia,PA,19130,US,"POLYGON ((-75.16075561399998 39.96820197900007, -75.16037854799998 39.96815514100007, -75.16041509899998 39.96799445000005, -75.16097759199994 39.96806422000003, -75.16094249399998 39.96822410600004, -75.16075608699998 39.96819990100005, -75.16075561399998 39.96820197900007))",OWNED_POLYGON,false,false,,false
22x-223@63s-dvp-fcq,,Mastery Cs Harrity Campus,,39.9489,-75.235803,5601 Christian St,Philadelphia,PA,19143,US,"POLYGON ((-75.23601869899994 39.94913139600004, -75.23602170499998 39.949112600000035, -75.23550567099994 39.949065447000066, -75.23557332499996 39.94864255700003, -75.23602718299998 39.94868402800006, -75.23603770699998 39.948618245000034, -75.23626774399997 39.948639264000064, -75.23624293999995 39.94879432500005, -75.23609372599998 39.948780690000035, -75.23605764599995 39.949006232000045, -75.23621307799993 39.94902043400003, -75.23619278299998 39.94914730200003, -75.23601869899994 39.94913139600004))",OWNED_POLYGON,false,false,,false
228-222@628-ph6-6zf,,New Life Alternatives Christian Academy,,39.985606,-75.247249,1993 N 63rd St,Philadelphia,PA,19151,US,"POLYGON ((-75.24739627199995 39.98562431800008, -75.24720941199996 39.985714200000075, -75.24709518399999 39.98557869500007, -75.24705781199998 39.98559667100005, -75.24718155899996 39.985743469000056, -75.24708439199998 39.985790208000026, -75.24682737899997 39.98548531900008, -75.24695444299994 39.98542420000007, -75.24706391199999 39.98555406000003, -75.24716855299994 39.98550372500006, -75.24718283099998 39.985520663000045, -75.24727252399998 39.985477520000074, -75.24739627199995 39.98562431800008))",OWNED_POLYGON,false,false,,false
22c-222@628-p85-2c5,,The Better Way Christian Academy,,40.065755,-75.050843,8253 Bustleton Ave,Philadelphia,PA,19152,US,"POLYGON ((-75.05077405499998 40.06566964500007, -75.05078572199994 40.06562796500003, -75.05099439099996 40.06566122500004, -75.05093346099994 40.065878886000064, -75.05069410499993 40.06584073600004, -75.05074336799998 40.06566475500006, -75.05077405499998 40.06566964500007))",OWNED_POLYGON,false,false,,false
23t-222@628-ph6-ghq,,Mastery Cs Mann Campus,,39.985531,-75.231351,5376 W Berks St,Philadelphia,PA,19131,US,"POLYGON ((-75.23089723199996 39.98569856000006, -75.23115154499999 39.98564744400005, -75.23112737799994 39.98557883500007, -75.23121820299997 39.98556057900004, -75.23117309099996 39.98543250800003, -75.23082795299996 39.98550188100006, -75.23078284099995 39.985373810000056, -75.23083128199994 39.985364074000074, -75.23084094899997 39.98539151800003, -75.23137984699997 39.98528319900004, -75.23140079199999 39.98534266100006, -75.23142501199999 39.98533779200005, -75.23154746099993 39.98568541100008, -75.23126287399998 39.98574261400006, -75.23125642899998 39.98572431800005, -75.23092945499997 39.98579003800006, -75.23089723199996 39.98569856000006))",OWNED_POLYGON,false,false,,false
236-222@628-pm9-w6k,zzy-227@628-pm9-w6k,Science History Institute,,39.948805,-75.146611,315 Chestnut St,Philadelphia,PA,19106,US,"POLYGON ((-75.14679879799996 39.949318539000046, -75.14651445199996 39.94928360800003, -75.14650741699995 39.94931630900004, -75.14647032899995 39.949311753000075, -75.14646429999993 39.94933978300003, -75.14629121899998 39.94931852000008, -75.14635954699997 39.94900084600005, -75.14619264899994 39.94898034200003, -75.1462428899999 39.94874675700004, -75.14642214999998 39.948768779000034, -75.14641511699995 39.94880148100003, -75.14648929399993 39.948810595000054, -75.14649632699997 39.948777893000056, -75.14657668599995 39.94878776400003, -75.14657969999996 39.948773749000054, -75.14676514199994 39.94879653100003, -75.14671590799998 39.94902544400003, -75.14676535899997 39.94903151900007, -75.14680956899997 39.94882596400004, -75.14746479899998 39.94890645600003, -75.14736733799998 39.949359611000034, -75.14734879399998 39.94935733300008, -75.14725836599996 39.94977778600003, -75.14715946199993 39.94976563600005, -75.14715443799997 39.94978899500006, -75.14727188599994 39.94980342300005, -75.14718447199994 39.95020986000003, -75.14673940199998 39.95015518500003, -75.14682681899995 39.94974874800005, -75.14688245299999 39.94975558200008, -75.14688848099996 39.94972755200007, -75.14677721499999 39.94971388400006, -75.14676817099996 39.94975592800006, -75.14671253799997 39.949749094000026, -75.14673866299995 39.949627630000066, -75.14671393799995 39.94962459300007, -75.14673403299997 39.94953115900006, -75.14675257699997 39.94953343700007, -75.14679879799996 39.949318539000046))",SHARED_POLYGON,false,false,,true
222-222@628-phy-bff,,Community Council Learning Academy,,40.015327,-75.127141,4224 N Front St,Philadelphia,PA,19140,US,"POLYGON ((-75.12769806753795 40.01507698576529, -75.1274532373451 40.016110887691454, -75.12617725428271 40.01690771022345, -75.12543420802501 40.017181258269744, -75.1259188148764 40.014796957241735, -75.12769806753795 40.01507698576529))",OWNED_POLYGON,true,false,,false
22w-222@628-p85-m49,,Pollock Robert B Sch,,40.059782,-75.028251,2850 Welsh Rd,Philadelphia,PA,19152,US,"POLYGON ((-75.02831124099998 40.05975682700006, -75.02833092099996 40.05975879400006, -75.02831835999996 40.05983035300005, -75.02817083499997 40.059805726000036, -75.02818169299996 40.05974387600003, -75.02831124099998 40.05975682700006))",OWNED_POLYGON,false,false,,false
zzw-222@628-p82-gtv,,Moore J Hampton Sch,,40.049276,-75.07745,6900 Summerdale Ave,Philadelphia,PA,19111,US,"POLYGON ((-75.07776193899997 40.04955621200003, -75.07722857399995 40.04926757100003, -75.07708625399994 40.049285273000066, -75.07709441199995 40.04932263500007, -75.07689640099994 40.04934726300007, -75.07688926299994 40.04931457200007, -75.07673456699996 40.04933381200004, -75.07670300399997 40.049367035000046, -75.07651776199998 40.049263351000036, -75.07661952399997 40.04915623900007, -75.07664114599999 40.049167940000075, -75.07677551699999 40.04902650300005, -75.07714678599996 40.04898032500006, -75.07716208299996 40.04905037800006, -75.07724857299996 40.04909718500005, -75.07727441399999 40.049069985000074, -75.07790147699995 40.049409335000064, -75.07776193899997 40.04955621200003))",OWNED_POLYGON,false,false,,false
22n-222@63s-dvp-d5f,,Blanche A Nixon Cobbs Creek Branch,,39.945698,-75.241638,5800 Cobbs Creek Pkwy,Philadelphia,PA,19143,US,"POLYGON ((-75.24180147499999 39.94573937100006, -75.24167428999993 39.945764644000064, -75.24168543699994 39.94579668600005, -75.24153402599995 39.94582677300008, -75.24146236999997 39.94562078900003, -75.24160166799999 39.94559310900007, -75.24162396099996 39.945657193000045, -75.24176325899998 39.94562951200004, -75.24180147499999 39.94573937100006))",OWNED_POLYGON,false,false,,false
222-222@628-pg3-2kz,,Khepera Cs,,40.051887,-75.189498,144 Carpenter Ln,Philadelphia,PA,19119,US,"POLYGON ((-75.18930758599998 40.05194075300005, -75.18948075299994 40.05175442900003, -75.18958966999998 40.05181208700003, -75.18955911099994 40.05184496700008, -75.18971885699995 40.05192953300008, -75.18956606199998 40.05209393700005, -75.18947166699996 40.05204396600004, -75.18951241299999 40.05200012500006, -75.18946158399996 40.05197321700007, -75.18943102599997 40.05200609900004, -75.18930758599998 40.05194075300005))",OWNED_POLYGON,false,false,,false
zzw-223@628-p9r-26k,,Star Career Academy Philadelphia,,40.073059,-75.031927,2371 Welsh Rd,Philadelphia,PA,19114,US,"POLYGON ((-75.03311941880759 40.07329690293549, -75.03265807885703 40.07373202816384, -75.03230939168509 40.07353088571513, -75.03211090821799 40.073756657810605, -75.03138000626143 40.0733020341454, -75.03196528364049 40.07262468523511, -75.03266802240239 40.07296129510971, -75.03260901380406 40.07303518485948, -75.03311941880759 40.07329690293549))",OWNED_POLYGON,true,false,,false
zzw-229@628-pmb-7t9,,Don Quijote,,39.949106,-75.163652,1334 Walnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.16344554099999 39.94909268500004, -75.16337212699995 39.94901716700008, -75.16355769799998 39.94891412700008, -75.16363817499996 39.94892342900005, -75.16364480299995 39.948890678000055, -75.16338479899997 39.948860627000045, -75.16339426699994 39.94881384000007, -75.16344379099996 39.948819565000065, -75.16344757899998 39.948800850000055, -75.16339186399995 39.94879441000006, -75.16339754399996 39.94876633900003, -75.16337278199995 39.94876347700006, -75.16339360999996 39.94866054800008, -75.16336884799995 39.94865768500006, -75.16337926199998 39.948606221000034, -75.16332354699995 39.94859978100004, -75.16341822399994 39.94813192000004, -75.16381441499993 39.948177713000064, -75.16373015599999 39.948594109000055, -75.16377348999998 39.94859911800006, -75.16384165399995 39.94826225800006, -75.16427499099996 39.948312343000055, -75.16417369299995 39.94881295500005, -75.16423559899994 39.94882011000004, -75.16415418199995 39.94922247100004, -75.16412322899998 39.94921889300008, -75.16411660099999 39.94925164400007, -75.16396183699999 39.94923375600007, -75.16395804899997 39.94925247000003, -75.163859 39.94924102200008, -75.16386468099995 39.94921295100005, -75.16347467399999 39.94916787300008, -75.16341699199995 39.94910853700003, -75.16344554099999 39.94909268500004), (-75.16378354199998 39.94864337200005, -75.16378638199996 39.94862933700006, -75.16371828499996 39.94862146500003, -75.16371165799995 39.94865421600008, -75.16368689599994 39.94865135400005, -75.16365470699998 39.94881042700007, -75.16381566099994 39.94882903000007, -75.16384216999995 39.94869802900007, -75.1638545499999 39.94869946000006, -75.16386401899996 39.94865267400007, -75.16378354199998 39.94864337200005))",SHARED_POLYGON,false,false,,false
22p-222@63s-dvr-d5f,,Tilden William T Ms,,39.921555,-75.232459,6601 Elmwood Ave,Philadelphia,PA,19142,US,"POLYGON ((-75.23250984399994 39.92193019900003, -75.23221583499998 39.921680010000046, -75.23220259799996 39.92168890200003, -75.23210263599998 39.92160383800007, -75.23211587199995 39.92159494600003, -75.23187478799997 39.921389790000035, -75.23217923299995 39.92118529100003, -75.23216159299994 39.92117028000007, -75.23226748599996 39.92109915000003, -75.23246152999997 39.921264274000066, -75.23248800299996 39.92124649200008, -75.23294665699996 39.92163678500003, -75.23250984399994 39.92193019900003), (-75.23238614399997 39.921346250000056, -75.23234498299996 39.92131122300003, -75.23214643299997 39.92144459300005, -75.23222875399995 39.92151464600005, -75.23240745099997 39.921394613000075, -75.23236628899997 39.92135958700004, -75.23238614399997 39.921346250000056))",OWNED_POLYGON,false,false,,false
zzw-222@628-p9q-j5f,,Kumon Institute of Education,Kumon Institute of Education,40.078531,-75.026698,2550 Grant Ave Ste 310,Philadelphia,PA,19114,US,"POLYGON ((-75.026622 40.078541, -75.026731 40.078432, -75.026818 40.078473, -75.026703 40.078594, -75.026622 40.078541))",OWNED_POLYGON,,false,,false
zzw-222@628-pfw-nt9,,Germantown Cricket Club,,40.023661,-75.173405,411 W Manheim St,Philadelphia,PA,19144,US,"POLYGON ((-75.17354076 40.02394609500004, -75.17342931499996 40.02387983400007, -75.17348965299993 40.023821987000076, -75.17309263099997 40.02358593100007, -75.17304874899997 40.02362800100008, -75.17295820099997 40.023574163000035, -75.17311727199996 40.023421658000075, -75.17323568099994 40.02349206100007, -75.17326310699997 40.02346576600007, -75.17336758699997 40.02352788700006, -75.17334564599997 40.02354892200003, -75.17347798599997 40.02362760700004, -75.17349992699997 40.02360657200006, -75.17364619699998 40.02369354000007, -75.17361877199994 40.023719834000076, -75.17374414699998 40.02379437800005, -75.17359056299995 40.02394162500008, -75.17356270199997 40.02392506000007, -75.17354076 40.02394609500004))",OWNED_POLYGON,false,false,,false
