SchoolYear,Sector,SubSector,SRCSchoolID,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2019-2020,Charter,Phila Charters,W21,"Math, Civics and Sciences Charter School",Charters,11,86,,,,,4,4.65,82,95.35,43,50.00,43,50.00,0,0.00,0,0.00,83,96.51,2,2.33,1,1.16,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W21,"Math, Civics and Sciences Charter School",Charters,12,80,,,,,4,5.00,76,95.00,35,43.75,45,56.25,0,0.00,0,0.00,77,96.25,2,2.50,1,1.25,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W21,"Math, Civics and Sciences Charter School",Charters,All Grades,1016,,,,,53,5.22,963,94.78,521,51.28,495,48.72,11,1.08,0,0.00,954,93.90,11,1.08,33,3.25,0,0.00,7,0.69,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,00,59,,,,,0,0.00,59,100.00,25,42.37,34,57.63,0,0.00,0,0.00,6,10.17,6,10.17,5,8.47,0,0.00,42,71.19,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,01,67,,,,,14,20.90,53,79.10,36,53.73,31,46.27,0,0.00,5,7.46,9,13.43,9,13.43,3,4.48,0,0.00,41,61.19,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,02,60,,,,,12,20.00,48,80.00,36,60.00,24,40.00,0,0.00,3,5.00,5,8.33,7,11.67,2,3.33,0,0.00,43,71.67,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,03,61,,,,,12,19.67,49,80.33,33,54.10,28,45.90,1,1.64,5,8.20,2,3.28,8,13.11,1,1.64,0,0.00,44,72.13,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,04,88,,,,,21,23.86,67,76.14,42,47.73,46,52.27,0,0.00,4,4.55,9,10.23,7,7.95,4,4.55,1,1.14,63,71.59,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,05,86,,,,,15,17.44,71,82.56,44,51.16,42,48.84,0,0.00,3,3.49,5,5.81,5,5.81,5,5.81,0,0.00,68,79.07,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,06,89,,,,,16,17.98,73,82.02,51,57.30,38,42.70,0,0.00,4,4.49,4,4.49,7,7.87,7,7.87,0,0.00,67,75.28,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,07,80,,,,,11,13.75,69,86.25,47,58.75,33,41.25,0,0.00,8,10.00,7,8.75,6,7.50,0,0.00,1,1.25,58,72.50,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,08,76,,,,,18,23.68,58,76.32,40,52.63,36,47.37,1,1.32,1,1.32,8,10.53,3,3.95,1,1.32,0,0.00,62,81.58,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,09,122,,,,,26,21.31,96,78.69,55,45.08,67,54.92,0,0.00,4,3.28,16,13.11,11,9.02,10,8.20,0,0.00,81,66.39,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,10,115,,,,,22,19.13,93,80.87,51,44.35,64,55.65,0,0.00,5,4.35,19,16.52,11,9.57,9,7.83,0,0.00,71,61.74,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,11,98,,,,,25,25.51,73,74.49,47,47.96,51,52.04,1,1.02,10,10.20,17,17.35,11,11.22,4,4.08,0,0.00,55,56.12,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,12,110,,,,,29,26.36,81,73.64,47,42.73,63,57.27,0,0.00,3,2.73,11,10.00,10,9.09,3,2.73,0,0.00,83,75.45,
2019-2020,Charter,Phila Charters,W22,Philadelphia Academy Charter School,Charters,All Grades,1111,,,,,221,19.89,890,80.11,554,49.86,557,50.14,3,0.27,55,4.95,118,10.62,101,9.09,54,4.86,2,0.18,778,70.03,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,00,71,,,,,1,1.41,70,98.59,41,57.75,30,42.25,0,0.00,0,0.00,71,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,01,77,,,,,10,12.99,67,87.01,39,50.65,38,49.35,0,0.00,0,0.00,75,97.40,1,1.30,1,1.30,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,02,81,,,,,17,20.99,64,79.01,38,46.91,43,53.09,0,0.00,0,0.00,78,96.30,0,0.00,1,1.23,1,1.23,1,1.23,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,03,81,,,,,20,24.69,61,75.31,46,56.79,35,43.21,0,0.00,0,0.00,79,97.53,0,0.00,1,1.23,0,0.00,1,1.23,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,04,85,,,,,26,30.59,59,69.41,34,40.00,51,60.00,0,0.00,0,0.00,82,96.47,0,0.00,2,2.35,0,0.00,1,1.18,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,05,80,,,,,21,26.25,59,73.75,46,57.50,34,42.50,0,0.00,0,0.00,78,97.50,1,1.25,1,1.25,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,06,77,,,,,22,28.57,55,71.43,39,50.65,38,49.35,1,1.30,0,0.00,74,96.10,1,1.30,0,0.00,0,0.00,1,1.30,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,07,113,,,,,28,24.78,85,75.22,65,57.52,48,42.48,1,0.88,0,0.00,110,97.35,0,0.00,2,1.77,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,08,106,,,,,28,26.42,78,73.58,64,60.38,42,39.62,0,0.00,0,0.00,99,93.40,1,0.94,5,4.72,0,0.00,1,0.94,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,09,114,,,,,25,21.93,89,78.07,60,52.63,54,47.37,0,0.00,0,0.00,103,90.35,3,2.63,8,7.02,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,10,81,,,,,27,33.33,54,66.67,42,51.85,39,48.15,0,0.00,0,0.00,76,93.83,0,0.00,5,6.17,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,11,104,,,,,29,27.88,75,72.12,56,53.85,48,46.15,0,0.00,0,0.00,99,95.19,1,0.96,3,2.88,0,0.00,1,0.96,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,12,91,,,,,17,18.68,74,81.32,52,57.14,39,42.86,0,0.00,2,2.20,85,93.41,2,2.20,2,2.20,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W23,Mastery Charter School at Hardy Williams,Charters,All Grades,1161,,,,,271,23.34,890,76.66,622,53.57,539,46.43,2,0.17,2,0.17,1109,95.52,10,0.86,31,2.67,1,0.09,6,0.52,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,00,65,,,,,3,4.62,62,95.38,29,44.62,36,55.38,0,0.00,0,0.00,62,95.38,2,3.08,0,0.00,1,1.54,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,01,68,,,,,4,5.88,64,94.12,38,55.88,30,44.12,1,1.47,0,0.00,63,92.65,3,4.41,0,0.00,1,1.47,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,02,67,,,,,7,10.45,60,89.55,37,55.22,30,44.78,0,0.00,0,0.00,65,97.01,2,2.99,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,03,73,,,,,13,17.81,60,82.19,41,56.16,32,43.84,1,1.37,0,0.00,70,95.89,2,2.74,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,04,71,,,,,17,23.94,54,76.06,39,54.93,32,45.07,0,0.00,0,0.00,65,91.55,6,8.45,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,05,79,,,,,21,26.58,58,73.42,34,43.04,45,56.96,0,0.00,0,0.00,73,92.41,6,7.59,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,06,70,,,,,11,15.71,59,84.29,34,48.57,36,51.43,0,0.00,0,0.00,68,97.14,2,2.86,0,0.00,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,07,96,,,,,14,14.58,82,85.42,50,52.08,46,47.92,0,0.00,0,0.00,90,93.75,5,5.21,1,1.04,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,08,64,,,,,15,23.44,49,76.56,34,53.13,30,46.88,0,0.00,0,0.00,60,93.75,3,4.69,0,0.00,0,0.00,1,1.56,
2019-2020,Charter,Phila Charters,W26,Universal Institute Charter School,Charters,All Grades,653,,,,,105,16.08,548,83.92,336,51.45,317,48.55,2,0.31,0,0.00,616,94.33,31,4.75,1,0.15,2,0.31,1,0.15,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,00,103,,,,,20,19.42,83,80.58,39,37.86,64,62.14,0,0.00,9,8.74,7,6.80,6,5.83,1,0.97,0,0.00,80,77.67,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,01,108,,,,,20,18.52,88,81.48,56,51.85,52,48.15,0,0.00,11,10.19,15,13.89,9,8.33,12,11.11,0,0.00,61,56.48,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,02,110,,,,,18,16.36,92,83.64,52,47.27,58,52.73,0,0.00,12,10.91,10,9.09,7,6.36,3,2.73,0,0.00,78,70.91,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,03,111,,,,,19,17.12,92,82.88,61,54.95,50,45.05,0,0.00,13,11.71,19,17.12,5,4.50,8,7.21,0,0.00,66,59.46,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,04,113,,,,,17,15.04,96,84.96,53,46.90,60,53.10,0,0.00,13,11.50,10,8.85,6,5.31,13,11.50,0,0.00,71,62.83,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,05,111,,,,,13,11.71,98,88.29,63,56.76,48,43.24,1,0.90,9,8.11,8,7.21,13,11.71,6,5.41,0,0.00,74,66.67,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,06,110,,,,,16,14.55,94,85.45,54,49.09,56,50.91,1,0.91,11,10.00,8,7.27,5,4.55,7,6.36,0,0.00,78,70.91,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,07,112,,,,,13,11.61,99,88.39,64,57.14,48,42.86,0,0.00,10,8.93,8,7.14,10,8.93,7,6.25,0,0.00,77,68.75,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,08,106,,,,,16,15.09,90,84.91,57,53.77,49,46.23,0,0.00,8,7.55,18,16.98,5,4.72,3,2.83,0,0.00,72,67.92,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,09,120,,,,,19,15.83,101,84.17,61,50.83,59,49.17,0,0.00,9,7.50,15,12.50,16,13.33,7,5.83,0,0.00,73,60.83,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,10,126,,,,,18,14.29,108,85.71,62,49.21,64,50.79,0,0.00,11,8.73,16,12.70,8,6.35,11,8.73,0,0.00,80,63.49,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,11,108,,,,,9,8.33,99,91.67,60,55.56,48,44.44,0,0.00,14,12.96,8,7.41,14,12.96,6,5.56,0,0.00,66,61.11,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,12,108,,,,,13,12.04,95,87.96,59,54.63,49,45.37,0,0.00,9,8.33,8,7.41,8,7.41,3,2.78,0,0.00,80,74.07,
2019-2020,Charter,Phila Charters,W28,"Mathematics, Science, and Technology Community Charter School (MaST)",Charters,All Grades,1446,,,,,211,14.59,1235,85.41,741,51.24,705,48.76,2,0.14,139,9.61,150,10.37,112,7.75,87,6.02,0,0.00,956,66.11,
2019-2020,Charter,Phila Charters,W29,Young Scholars Charter School,Charters,06,103,,,,,14,13.59,89,86.41,52,50.49,51,49.51,0,0.00,0,0.00,86,83.50,6,5.83,8,7.77,0,0.00,3,2.91,
2019-2020,Charter,Phila Charters,W29,Young Scholars Charter School,Charters,07,102,,,,,23,22.55,79,77.45,54,52.94,48,47.06,0,0.00,0,0.00,95,93.14,2,1.96,4,3.92,0,0.00,1,0.98,
2019-2020,Charter,Phila Charters,W29,Young Scholars Charter School,Charters,08,87,,,,,23,26.44,64,73.56,46,52.87,41,47.13,0,0.00,2,2.30,76,87.36,4,4.60,5,5.75,0,0.00,0,0.00,
2019-2020,Charter,Phila Charters,W29,Young Scholars Charter School,Charters,All Grades,292,,,,,60,20.55,232,79.45,152,52.05,140,47.95,0,0.00,2,0.68,257,88.01,12,4.11,17,5.82,0,0.00,4,1.37,
2019-2020,Charter,Phila Charters,W31,Franklin Towne Charter High School,Charters,09,312,,,,,32,10.26,280,89.74,143,45.83,169,54.17,0,0.00,9,2.88,40,12.82,58,18.59,21,6.73,1,0.32,183,58.65,
2019-2020,Charter,Phila Charters,W31,Franklin Towne Charter High School,Charters,10,325,,,,,37,11.38,288,88.62,171,52.62,154,47.38,0,0.00,9,2.77,37,11.38,62,19.08,21,6.46,0,0.00,196,60.31,
2019-2020,Charter,Phila Charters,W31,Franklin Towne Charter High School,Charters,11,279,,,,,41,14.70,238,85.30,150,53.76,129,46.24,0,0.00,4,1.43,46,16.49,45,16.13,11,3.94,1,0.36,172,61.65,
2019-2020,Charter,Phila Charters,W31,Franklin Towne Charter High School,Charters,12,276,,,,,35,12.68,241,87.32,147,53.26,129,46.74,0,0.00,9,3.26,23,8.33,49,17.75,16,5.80,0,0.00,179,64.86,
2019-2020,Charter,Phila Charters,W31,Franklin Towne Charter High School,Charters,All Grades,1192,,,,,145,12.16,1047,87.84,611,51.26,581,48.74,0,0.00,31,2.60,146,12.25,214,17.95,69,5.79,2,0.17,730,61.24,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,00,138,,,,,17,12.32,121,87.68,76,55.07,62,44.93,1,0.72,0,0.00,27,19.57,84,60.87,20,14.49,0,0.00,6,4.35,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,01,123,,,,,12,9.76,111,90.24,55,44.72,68,55.28,0,0.00,1,0.81,34,27.64,80,65.04,7,5.69,0,0.00,1,0.81,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,02,78,,,,,18,23.08,60,76.92,39,50.00,39,50.00,0,0.00,0,0.00,16,20.51,49,62.82,10,12.82,0,0.00,3,3.85,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,03,77,,,,,9,11.69,68,88.31,32,41.56,45,58.44,0,0.00,0,0.00,12,15.58,51,66.23,12,15.58,0,0.00,2,2.60,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,04,78,,,,,23,29.49,55,70.51,50,64.10,28,35.90,0,0.00,0,0.00,14,17.95,56,71.79,5,6.41,0,0.00,3,3.85,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,05,76,,,,,18,23.68,58,76.32,42,55.26,34,44.74,0,0.00,0,0.00,9,11.84,62,81.58,2,2.63,0,0.00,3,3.95,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,06,90,,,,,19,21.11,71,78.89,44,48.89,46,51.11,1,1.11,0,0.00,12,13.33,63,70.00,11,12.22,0,0.00,3,3.33,
2019-2020,Charter,Phila Charters,W32,Mariana Bracetti Academy Charter School,Charters,07,90,,,,,25,27.78,65,72.22,48,53.33,42,46.67,0,0.00,1,1.11,20,22.22,52,57.78,13,14.44,0,0.00,4,4.44,
